lon,lat,district,State name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Households,Rural_Households,Urban_Households,Housholds_with_Electric_Lighting,LPG_or_PNG_Households,Households_with_Internet,Households_with_Computer,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Car_Jeep_Van,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Male_percentage,Female_percentage,Sex_ratio,Male_literacy_percent,Female_literacy_percent
73.97561639530251,15.581128897461133,NORTH GOA,GOA,585,818008,416677,401331,663060,351738,311322,325089,115859,209230,173951,132612,23440,56266,146307,158921,44342,622213,57941,134169,618,553,546,166,51.0,49.0,96.0,53.0,47.0
76.52627240851382,15.105295543516464,BALLARI,KARNATAKA,565,2452595,1236954,1215641,1421621,813440,608181,623480,371604,251876,440374,114040,9626,40190,291101,327050,14163,2103633,320834,14014,1029,284,8044,54,50.0,50.0,98.0,57.0,43.0
75.15607069376829,15.38763357330609,DHARWAD,KARNATAKA,562,1847023,937206,909817,1301664,711776,589888,483104,199707,283397,347962,140584,15013,49585,233604,266330,21127,1390020,386834,28747,1486,715,29037,2748,51.0,49.0,97.0,55.0,45.0
74.61823895769906,14.795539078221056,UTTARA KANNADA,KARNATAKA,563,1437169,726256,710913,1081906,582099,499807,474792,334281,140511,290791,88187,6129,21501,168026,218382,13152,1187306,187974,44530,305,12804,3624,64,51.0,49.0,98.0,54.0,46.0
74.11349310163843,15.217570244976072,SOUTH GOA,GOA,586,640537,322463,318074,502427,264085,238342,251493,88620,162873,138810,102191,17624,44299,115535,128759,35031,341664,63623,231961,855,542,563,92,50.0,50.0,99.0,53.0,47.0
75.42404623472866,14.733041589695395,HAVERI,KARNATAKA,564,1597668,819128,778540,1085443,603793,481650,413564,315076,98488,295937,41517,2456,17819,155076,194815,5681,1281878,297927,2406,419,68,9834,702,51.0,49.0,95.0,56.0,44.0
77.57194383398758,14.482921337762507,ANANTAPUR,ANDHRA PRADESH,553,4081148,2064495,2016653,2310960,1338474,972486,1244428,902997,341431,897970,223016,8606,48299,559461,581087,9915,3599372,443456,20463,932,341,1417,309,51.0,49.0,98.0,58.0,42.0
79.73883522324948,14.4139094653379,S.P.S. NELLORE,ANDHRA PRADESH,550,2963557,1492974,1470583,1832189,1011922,820267,953513,689137,264376,696024,233623,10201,39583,486148,443579,11661,2639737,288378,26202,678,239,2610,146,50.0,50.0,99.0,55.0,45.0
76.51316389608156,14.163029638185758,CHITRADURGA,KARNATAKA,566,1659456,840843,818613,1087392,607188,480204,447348,349704,97644,307257,60522,5711,28897,174344,206637,7425,1520553,128751,3175,322,84,3778,128,51.0,49.0,97.0,56.0,44.0
75.9509201687335,14.403261894364805,DAVANAGERE,KARNATAKA,567,1945497,986400,959097,1308540,720637,587903,530691,354680,176011,372671,100812,7320,39416,256051,284572,15449,1658465,265805,5420,307,164,6417,1743,51.0,49.0,97.0,55.0,45.0
75.21550513443889,14.046252895180581,SHIVAMOGGA,KARNATAKA,568,1752753,877415,875338,1263016,674938,588078,554106,352444,201662,363835,128087,8791,35207,259899,299155,20781,1479424,234664,26521,400,120,9234,367,50.0,50.0,100.0,53.0,47.0
74.8734216424915,13.49683714900747,UDUPI,KARNATAKA,569,1177361,562131,615230,926429,465704,460725,385389,269817,115572,224814,83810,9070,24817,173033,220948,21349,1009179,96740,65838,232,161,4534,155,48.0,52.0,109.0,50.0,50.0
75.69151630140564,13.453652006650822,CHIKKAMAGALURU,KARNATAKA,570,1137961,566622,571339,818345,438257,380088,392426,311660,80766,238505,74534,4510,18727,169969,196527,15446,1004553,101235,26000,182,109,4710,4,50.0,50.0,101.0,54.0,46.0
77.84201994629234,13.585236587679548,CHIKKABALLAPURA,KARNATAKA,582,1255104,636437,618667,783222,442158,341064,409702,315649,94053,257243,50936,2672,17360,152493,167548,6620,1100131,147810,4684,264,85,975,77,51.0,49.0,97.0,56.0,44.0
76.10706421559841,12.995890960384314,HASSAN,KARNATAKA,574,1776421,883667,892754,1225256,668836,556420,628981,496103,132878,400702,90599,4851,23444,272295,307439,14979,1630814,120011,15611,289,623,5820,3,50.0,50.0,101.0,55.0,45.0
78.21619848349229,13.140339501150542,KOLAR,KARNATAKA,581,1536401,776396,760005,1016219,564110,452109,477609,326567,151042,309494,72407,5051,27235,209698,223139,9208,1305431,199873,26722,253,150,2494,92,51.0,49.0,98.0,56.0,44.0
77.57108713941614,13.229334631009664,BENGALURU RURAL,KARNATAKA,583,990923,509172,481751,688749,385311,303438,326462,231052,95410,214253,77454,3729,17066,156967,165588,10389,890429,92252,5368,389,272,1045,85,51.0,49.0,95.0,56.0,44.0
75.24917680327155,12.848555614164038,DAKSHINA KANNADA,KARNATAKA,575,2089649,1034714,1054935,1666323,864019,802304,650292,332919,317373,386300,175270,23305,55233,285365,375945,47655,1403854,501896,171398,525,445,10397,138,50.0,50.0,102.0,52.0,48.0
77.5965694720231,12.954938595565993,BENGALURU URBAN,KARNATAKA,572,9621551,5022661,4598890,7512276,4078041,3434235,3267960,300576,2967384,2330631,1788912,430880,790103,2042977,2180792,414862,7725070,1248294,504863,13254,5531,83090,498,52.0,48.0,92.0,54.0,46.0
75.15942646660463,12.44952926949993,KASARAGOD,KERALA,588,1307375,628613,678762,1037492,516476,521016,417805,251641,166164,237670,74092,10378,32484,179664,239445,19438,729987,486913,87454,151,362,130,152,48.0,52.0,108.0,50.0,50.0
75.80301255257694,12.324435111376507,KODAGU,KARNATAKA,576,554519,274608,279911,412877,215302,197575,212974,181182,31792,113931,40958,3308,10758,83016,104109,16963,448986,87274,17130,139,126,250,220,50.0,50.0,102.0,52.0,48.0
77.10396277414314,11.961820801712411,CHAMARAJANAGARA,KARNATAKA,578,1020791,512231,508560,565279,312957,252322,319880,262680,57200,212156,40944,1334,11863,112332,122899,3122,942071,47210,22183,136,4872,761,140,50.0,50.0,99.0,55.0,45.0
76.10130007637046,11.707667789015828,WAYANAD,KERALA,590,817420,401684,415736,645585,328136,317449,277988,266183,11805,149864,23028,4712,15944,109972,155220,13027,404460,234185,174453,61,312,1797,286,49.0,51.0,103.0,51.0,49.0
75.83054464384124,11.48583384687357,KOZHIKODE,KERALA,591,3086293,1470942,1615351,2615443,1266939,1348504,990336,323793,666543,641660,145558,36791,107602,490719,632201,54277,1734958,1211131,131516,297,235,601,588,48.0,52.0,110.0,48.0,52.0
76.15479451410864,11.13679913956873,MALAPPURAM,KERALA,592,4112920,1960328,2152592,3311315,1597404,1713911,1157129,634543,522586,730119,139994,27909,119918,485406,720497,59145,1135259,2888849,81556,205,179,68,579,48.0,52.0,110.0,48.0,52.0
76.55504344387143,10.793472260931896,PALAKKAD,KERALA,593,2809934,1359478,1450456,2239492,1122600,1116892,894341,665899,228442,587583,178386,27162,69440,447169,533223,43458,1875980,812936,114397,220,238,78,400,48.0,52.0,107.0,50.0,50.0
76.31803664354486,10.468166321053573,THRISSUR,KERALA,594,3121200,1480763,1640437,2678548,1282261,1396287,1051867,336748,715119,721625,338350,56148,132774,616644,671105,84016,1823442,532839,757484,259,278,62,585,47.0,53.0,111.0,48.0,52.0
77.05489072795179,9.847876912653234,IDUKKI,KERALA,596,1108974,552808,556166,923010,471881,451129,412433,391610,20823,244844,54626,8250,24863,207519,247060,21976,541854,82206,481507,100,189,44,384,50.0,50.0,101.0,51.0,49.0
76.5450873678036,10.080576490957322,ERNAKULAM,KERALA,595,3282388,1619557,1662831,2855676,1425723,1429953,1174691,369694,804997,771287,499291,88737,184167,696129,741106,135307,1509557,514397,1248137,860,614,1176,1083,49.0,51.0,103.0,50.0,50.0
76.45483743977078,9.41481793451923,ALAPPUZHA,KERALA,598,2127789,1013142,1114647,1852797,890552,962245,723536,331419,392117,507913,274392,28842,71593,425707,466736,42404,1460447,224545,435056,268,146,74,311,48.0,52.0,110.0,48.0,52.0
76.64175687604278,9.64053445173546,KOTTAYAM,KERALA,597,1974551,968289,1006262,1749798,861592,888206,678161,481967,196194,464039,187213,37849,83999,406922,451226,73096,983598,126499,858608,204,358,83,565,49.0,51.0,104.0,49.0,51.0
76.93613463564606,9.288441672622689,PATHANAMTHITTA,KERALA,599,1197412,561716,635696,1062553,499181,563372,472840,414992,57848,302296,128889,21015,49466,255822,291089,43382,681666,55074,456404,153,150,44,262,47.0,53.0,113.0,47.0,53.0
76.86957873631408,8.96009598098745,KOLLAM,KERALA,600,2635375,1246968,1388407,2240273,1074345,1165928,925130,523715,401415,630767,263148,31542,83133,525754,569631,58867,1697635,508500,421598,208,272,63,619,47.0,53.0,111.0,48.0,52.0
77.01499272003605,8.607191295184274,THIRUVANANTHAPURAM,KERALA,601,3301427,1581678,1719749,2785408,1354857,1430551,1169117,559293,609824,783872,343590,71621,155321,658734,697741,96456,2194057,452915,630573,404,301,76,1082,48.0,52.0,109.0,49.0,51.0
81.38049953025305,16.935397854810148,WEST GODAVARI,ANDHRA PRADESH,546,3936966,1964918,1972048,2652389,1379223,1273166,1255628,1007255,248373,1017568,435334,12050,55613,648607,578252,14687,3733191,86142,109120,288,209,1578,211,50.0,50.0,100.0,52.0,48.0
81.37920186934402,18.86359867483507,DAKSHIN BASTAR DANTEWADA,CHHATTISGARH,416,533638,264142,269496,191237,116529,74708,137849,106545,31304,43608,10406,955,3879,16799,21606,1827,513915,6437,4888,457,352,1044,6071,49.0,51.0,102.0,61.0,39.0
81.87265351604782,19.08431384800752,BASTAR,CHHATTISGARH,414,1413199,698487,714712,650863,382335,268528,371319,316425,54894,157646,22075,1782,9042,50155,58619,4227,1277975,12413,27951,2099,985,3466,86925,49.0,51.0,102.0,59.0,41.0
81.8231453632646,21.28599966298204,RAIPUR,CHHATTISGARH,410,4063872,2048186,2015686,2629749,1493158,1136591,1068500,673499,395001,728556,166505,20261,59523,378113,340237,30572,3881485,103038,23181,16707,8397,17137,10680,50.0,50.0,98.0,57.0,43.0
81.38529290032552,21.21778982971422,DURG,CHHATTISGARH,409,3343872,1682101,1661771,2303378,1284612,1018766,883189,533448,349741,614109,129193,16141,51289,343369,315664,28840,3129745,83499,24304,24276,19587,17209,42569,50.0,50.0,99.0,56.0,44.0
73.32058878908164,19.362418524071078,THANE,MAHARASHTRA,517,11060148,5865078,5195070,8227161,4591396,3635765,3618151,713994,2904157,2231800,1610460,256170,551643,1741244,2011713,172210,8716055,1355630,280700,39149,449617,172052,9862,53.0,47.0,89.0,56.0,44.0
78.56759495517838,19.523183567672813,ADILABAD,ANDHRA PRADESH,532,2741239,1369597,1371642,1483347,856350,626997,817714,597466,220248,566108,194954,5512,45202,306433,403530,8338,2399901,275970,15422,1377,25510,617,322,50.0,50.0,100.0,58.0,42.0
78.4622309315978,17.392433951657708,HYDERABAD,ANDHRA PRADESH,536,3943323,2018575,1924748,2892155,1542688,1349467,1066289,0,1066289,869721,581509,149034,274653,746818,799174,124106,2046051,1713405,87522,11446,1268,19560,1929,51.0,49.0,95.0,53.0,47.0
79.22769113188434,18.381667990906074,KARIMNAGAR,ANDHRA PRADESH,534,3776269,1880800,1895469,2206829,1257238,949591,1165280,877236,288044,926768,344667,8831,46584,589283,691495,14175,3491139,244723,24979,2086,332,312,115,50.0,50.0,101.0,57.0,43.0
80.36445583683505,17.204621946455493,KHAMMAM,ANDHRA PRADESH,541,2797370,1390988,1406382,1630234,901640,728594,870625,669262,201363,668519,219710,8628,42171,416734,427722,11887,2595321,158887,33463,655,217,459,539,50.0,50.0,101.0,55.0,45.0
77.99114955440294,16.751205915155296,MAHABUBNAGAR,ANDHRA PRADESH,538,4053028,2050386,2002642,1940646,1158386,782260,1010015,848963,161052,757821,136843,6153,60812,362791,570261,12615,3673456,334172,21345,658,290,388,267,51.0,49.0,98.0,60.0,40.0
78.26865320511047,17.954088486526402,MEDAK,ANDHRA PRADESH,535,3033288,1523030,1510258,1637137,953406,683731,789132,593653,195479,604719,163074,8635,47170,349304,482440,14362,2637313,342449,34301,1309,554,457,217,50.0,50.0,99.0,58.0,42.0
79.19458260704063,16.874572807204153,NALGONDA,ANDHRA PRADESH,539,3488809,1759772,1729037,2001019,1160757,840262,1030937,833504,197433,789225,228818,7715,53777,464172,588791,18927,3249231,188646,35025,937,241,250,132,50.0,50.0,98.0,58.0,42.0
78.20844178149083,18.700615891655087,NIZAMABAD,ANDHRA PRADESH,533,2551335,1250641,1300694,1389810,790214,599596,720298,565165,155133,545913,186740,5261,35036,308270,428744,10088,2123426,391596,19653,2357,1847,542,146,49.0,51.0,104.0,57.0,43.0
78.41498542739758,17.12644226722808,RANGA REDDY,ANDHRA PRADESH,537,5296741,2701008,2595733,3538028,1948784,1589244,1561322,432098,1129224,1211352,773246,142879,291745,949853,1094233,125225,4458858,617518,144037,8062,2041,3536,1629,51.0,49.0,96.0,55.0,45.0
79.47880599409949,18.025168657629884,WARANGAL URBAN,ANDHRA PRADESH,540,3512576,1759281,1753295,2065023,1179790,885233,1046987,758738,288249,828077,237349,12952,59006,462819,568508,15727,3273755,197333,31377,1453,253,569,126,50.0,50.0,100.0,57.0,43.0
88.52763114533325,22.143039173291978,SOUTH 24 PARGANAS,WEST BENGAL,343,8161961,4173778,3988183,5531657,3043277,2488380,2180232,1568802,611430,837874,232355,20665,115871,569137,869569,38610,5155545,2903075,66498,2783,2494,972,6065,51.0,49.0,96.0,55.0,45.0
71.25369210904594,21.425934629649678,AMRELI,GUJARAT,480,1514190,771049,743141,995459,558180,437279,430613,313714,116899,273331,80378,2538,12765,164282,222389,10236,1410463,99105,919,415,243,2053,40,51.0,49.0,96.0,56.0,44.0
84.90997881679469,20.98988502502275,ANGUL,ORISSA,384,1273821,655718,618103,869456,494425,375031,414587,340410,74177,131916,27099,5564,15658,77495,117477,9449,1258684,7512,3383,812,226,36,971,51.0,49.0,94.0,57.0,43.0
73.69976090241397,20.80028984372033,DANG,GUJARAT,489,228291,113821,114470,140968,77314,63654,59618,52102,7516,29794,2029,137,1393,9262,11148,991,203545,3593,20029,69,32,39,560,50.0,50.0,101.0,55.0,45.0
81.80893285207712,20.554822448549714,DHAMTARI,CHHATTISGARH,412,799781,397897,401884,546833,303924,242909,210481,168689,41792,148926,14568,1016,4804,67737,55660,3069,777188,10425,2644,1196,667,3612,3685,50.0,50.0,101.0,56.0,44.0
86.6138006000197,20.556501943953204,KENDRAPARA,ORISSA,379,1440361,717814,722547,1089265,579970,509295,438243,414749,23494,173107,15879,1628,11836,96234,172218,2686,1386792,50247,1423,169,62,52,24,50.0,50.0,101.0,53.0,47.0
73.06245116355751,20.206472315129115,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,496,343709,193760,149949,223230,142521,80709,108783,48221,60562,69558,29101,2013,6017,34467,45973,4136,322857,12922,5113,217,634,1186,293,56.0,44.0,77.0,64.0,36.0
84.67556297890499,19.62136674916414,GANJAM,ORISSA,388,3529031,1779218,1749813,2210050,1262652,947398,1015394,795476,219918,405298,120191,9049,41059,257515,368877,9066,3486059,13315,23975,590,174,170,76,50.0,50.0,98.0,57.0,43.0
84.16388702400387,19.184018453583523,GAJAPATI,ORISSA,389,577817,282882,294935,262537,153663,108874,175145,152095,23050,63112,12035,635,5523,23672,34820,656,353160,1556,219482,53,2180,66,4,49.0,51.0,104.0,59.0,41.0
78.78091102452824,14.467381246860478,Y.S.R. KADAPA,ANDHRA PRADESH,551,2882469,1451777,1430692,1716766,994699,722067,884093,590589,293504,671764,209532,6667,39923,409629,439641,7558,2391231,454108,23281,367,105,751,245,50.0,50.0,99.0,58.0,42.0
76.94461032542128,13.52232020349814,TUMAKURU,KARNATAKA,571,2678980,1350594,1328386,1813391,1006024,807367,890242,685443,204799,562769,116539,7971,41751,321848,372910,14929,2413812,245923,9130,477,187,5067,161,50.0,50.0,98.0,55.0,45.0
79.00731982426562,13.466510142853231,CHITTOOR,ANDHRA PRADESH,554,4174064,2090204,2083860,2667878,1484794,1183084,1303870,907970,395900,944555,324406,13763,67087,611465,632803,16296,3737588,397870,24129,867,253,1322,358,50.0,50.0,100.0,56.0,44.0
77.33626222236464,12.681397107918569,RAMANAGARA,KARNATAKA,584,1082636,548008,534628,674758,378461,296297,351784,266950,84834,238926,46872,2844,18003,141873,148199,5537,959260,114311,6390,383,104,859,57,51.0,49.0,98.0,56.0,44.0
76.79395177316827,12.616500109224864,MANDYA,KARNATAKA,573,1805769,905085,900684,1149649,638668,510981,562302,458867,103435,391033,80452,3367,20265,236020,265094,8188,1712695,77801,8506,322,299,3607,109,50.0,50.0,100.0,56.0,44.0
76.44986156284023,12.210469971483015,MYSURU,KARNATAKA,577,3001127,1511600,1489527,1962180,1063766,898414,920982,540596,380386,640868,273706,28397,80086,441131,472605,40420,2631985,290549,39361,1255,16194,14419,493,50.0,50.0,99.0,54.0,46.0
75.52912092522396,11.997535048094376,KANNUR,KERALA,589,2523003,1181446,1341557,2138434,1012956,1125478,872479,306288,566191,511167,115356,32653,83940,423337,503214,44108,1509592,742483,262526,424,1118,193,722,47.0,53.0,114.0,47.0,53.0
79.77606483807816,11.90318909084695,PUDUCHERRY,PUDUCHERRY,635,950289,468258,482031,726649,380946,345703,291037,87296,203741,226316,170120,15437,34007,193771,190330,13245,855294,32674,58328,245,366,1328,147,49.0,51.0,103.0,52.0,48.0
73.24296178059912,22.24185498318004,VADODARA,GUJARAT,486,4165626,2153736,2011890,2893080,1614087,1278993,1240425,547454,692971,798277,411734,53606,117818,497049,583926,72630,3713941,384579,23813,9340,2069,27650,1124,52.0,48.0,93.0,56.0,44.0
87.41907393900291,22.440185387134157,PASCHIM MEDINIPUR,WEST BENGAL,344,5913457,3007885,2905572,4078412,2266913,1811499,1565383,1364335,201048,663811,108068,8970,62108,304905,533930,14598,5056953,620554,23287,2854,2019,1550,184278,51.0,49.0,97.0,56.0,44.0
79.69024904070892,22.316528712189825,SEONI,MADHYA PRADESH,456,1379131,695879,683252,864194,485341,378853,382587,335045,47542,228695,26893,1182,10417,66919,84804,4048,1145052,79739,1857,360,7288,4982,135315,50.0,50.0,98.0,56.0,44.0
74.36310044672501,22.31509992894214,ALIRAJPUR,MADHYA PRADESH,465,728999,362542,366457,209754,120905,88849,150528,135866,14662,81006,9021,297,5126,11262,33439,1174,705060,17660,4600,65,36,780,271,50.0,50.0,101.0,58.0,42.0
78.85296987112213,22.12515228265087,CHHINDWARA,MADHYA PRADESH,455,2090922,1064468,1026454,1294198,731294,562904,553944,413142,140802,344875,73284,3588,20034,138316,150476,8235,1923920,100692,4893,2258,24471,7830,25771,51.0,49.0,96.0,57.0,43.0
77.12125657866441,22.231569729313225,HARDA,MADHYA PRADESH,448,570465,294838,275627,352550,203807,148743,144559,112714,31845,95066,22174,986,5376,45661,63615,3556,527462,38640,683,676,93,1573,55,52.0,48.0,93.0,58.0,42.0
75.77153106060922,21.917488161474168,KHARGONE,MADHYA PRADESH,440,1873046,953121,919925,986234,575428,410806,460163,383543,76620,304291,51538,2162,14189,111950,146889,4992,1725441,135085,2075,2896,284,6028,89,51.0,49.0,97.0,58.0,42.0
87.77446769092539,22.030214432353546,PURBA MEDINIPUR,WEST BENGAL,345,5095875,2629834,2466041,3923194,2149073,1774121,1363713,1193006,170707,530761,55834,9076,67707,225190,499045,14605,4343972,743436,2648,746,317,574,359,52.0,48.0,94.0,55.0,45.0
86.41011766470042,21.8955636133192,MAYURBHANJ,ORISSA,376,2519738,1256213,1263525,1369397,794171,575226,753589,689110,64479,140189,29031,2950,17999,83167,166662,6279,2113079,33706,15008,661,162,109,351714,50.0,50.0,101.0,58.0,42.0
72.93759375075344,21.7816755505358,BHARUCH,GUJARAT,488,1551019,805707,745312,1118276,623047,495229,481996,300677,181319,309091,121542,10257,29531,178535,215142,21579,1188204,343511,9494,1733,442,4813,342,52.0,48.0,93.0,56.0,44.0
84.50273132970291,22.07938430496581,SUNDARGARH,ORISSA,374,2093437,1061147,1032290,1342322,750147,592175,618062,387911,230151,223537,77581,12787,35024,164585,214427,14641,1532352,71391,385011,5713,710,721,89986,51.0,49.0,97.0,56.0,44.0
81.22580044395289,22.099133450358792,KABEERDHAM,CHHATTISGARH,407,822526,412058,410468,414167,248503,165664,211179,187311,23868,150649,6375,682,2962,36347,42291,1496,776013,12206,980,924,433,1167,30222,50.0,50.0,100.0,60.0,40.0
76.56616114090325,21.93309309303056,KHANDWA,MADHYA PRADESH,466,1310061,674329,635732,731615,432259,299356,329088,265663,63425,202710,40893,1907,10404,78218,100376,3697,1182330,116277,2800,1726,1425,3856,158,51.0,49.0,94.0,59.0,41.0
69.7745940320732,21.662692452132454,PORBANDAR,GUJARAT,478,585449,300209,285240,393678,221621,172057,183572,96015,87557,117040,41686,1653,5639,80820,92715,4395,549749,33565,500,248,91,515,38,51.0,49.0,95.0,56.0,44.0
80.361605663166,21.882787026742367,BALAGHAT,MADHYA PRADESH,457,1701698,842178,859520,1147623,626468,521155,470867,400074,70793,277927,27283,1712,13306,82475,100910,4045,1519384,38542,5295,1050,72162,4778,58064,49.0,51.0,102.0,55.0,45.0
73.64922438662104,21.733971203677232,NARMADA,GUJARAT,487,590297,301086,289211,370336,211767,158569,160369,138121,22248,101940,12997,576,4081,31194,43827,2442,559848,22600,4413,147,80,373,2078,51.0,49.0,96.0,57.0,43.0
75.01909619687962,21.787158334286403,BARWANI,MADHYA PRADESH,441,1385881,699340,686541,549926,313642,236284,299270,250358,48912,181139,30115,1158,8516,48847,70169,3102,1318869,58222,2967,2361,416,2289,263,50.0,50.0,98.0,57.0,43.0
82.72704020843076,21.931723179455272,JANJGIR CHAMPA,CHHATTISGARH,405,1619707,815717,803990,1019634,593679,425955,440773,379583,61190,339090,19129,1706,10833,126788,109908,3976,1597089,14173,2926,635,556,707,2220,50.0,50.0,99.0,58.0,42.0
74.21576312611866,21.55077921043518,NANDURBAR,MAHARASHTRA,497,1648295,833170,815125,906509,512099,394410,405012,333440,71572,186202,54335,2579,17047,83144,101758,6135,1521618,96182,8467,685,4969,6191,2907,51.0,49.0,98.0,56.0,44.0
85.70659010000244,21.534106974719737,KENDUJHAR,ORISSA,375,1801733,906487,895246,1052518,605119,447399,574298,490634,83664,121830,30240,2622,13167,74858,134123,7608,1752694,27752,9141,2177,209,131,7372,50.0,50.0,99.0,57.0,43.0
86.91290999619703,21.49448196427551,BALASORE,ORISSA,377,2320529,1185787,1134742,1621232,902359,718873,683594,601154,82440,296834,36478,7370,28289,161266,256167,8591,2197709,94254,6434,237,111,201,18345,51.0,49.0,96.0,56.0,44.0
83.96980600353493,21.809023701677337,JHARSUGUDA,ORISSA,371,579505,296690,282815,405879,228092,177787,177186,103224,73962,81433,18950,2498,7555,57831,65742,3966,553587,12783,10462,1441,80,70,67,51.0,49.0,95.0,56.0,44.0
80.82230756546656,21.049662518111095,RAJNANDGAON,CHHATTISGARH,408,1537133,762855,774278,1008379,561355,447024,390132,313604,76528,275501,26486,2111,11790,106198,102053,4613,1399658,23648,5193,3761,28541,8187,67444,50.0,50.0,101.0,56.0,44.0
77.56961347444506,21.184309153094876,AMRAVATI,MAHARASHTRA,503,2888445,1480768,1407677,2251875,1207104,1044771,781815,508921,272894,512492,175917,9438,36185,302188,295756,15285,2055177,421410,7223,2242,383891,11360,3288,51.0,49.0,95.0,54.0,46.0
73.07565870794004,21.2625398874025,SURAT,GUJARAT,492,6081322,3402224,2679098,4571410,2687468,1883942,1899838,369840,1529998,1252452,815423,55694,149331,788447,995637,106983,5260193,660772,21052,5703,12902,112835,3920,56.0,44.0,79.0,59.0,41.0
74.59841750256653,21.10919341781362,DHULE,MAHARASHTRA,498,2050862,1054031,996831,1293916,723388,570528,528790,382777,146013,315332,126138,6065,27139,174524,210557,10912,1825460,187901,3653,1422,13405,12818,912,51.0,49.0,95.0,56.0,44.0
73.62619531090976,21.192811630063293,TAPI,GUJARAT,493,807022,402188,404834,490036,269007,221029,218489,192272,26217,142370,27759,1601,7567,52359,75676,5534,725890,22309,52930,239,1476,1828,408,50.0,50.0,101.0,55.0,45.0
83.3463562317775,21.216368687044067,BARGARH,ORISSA,370,1481255,749161,732094,983783,557217,426566,458961,411566,47395,166909,16880,2401,12343,106176,123180,4546,1459065,7527,11744,652,161,125,44,51.0,49.0,98.0,57.0,43.0
79.08490791741784,21.179457883077234,NAGPUR,MAHARASHTRA,505,4653570,2384975,2268595,3673808,1959220,1714588,1308366,430844,877522,917626,599780,57964,135750,728714,719955,71592,3492202,390974,34667,20469,668050,24528,12181,51.0,49.0,95.0,53.0,47.0
70.75189543778049,22.02695201739411,RAJKOT,GUJARAT,476,3804558,1974445,1830113,2725056,1514075,1210981,1181006,459474,721532,747352,362140,21785,67370,571843,651936,55289,3397406,361388,5478,1918,1170,33591,269,52.0,48.0,93.0,56.0,44.0
71.91128019765421,21.58806827802833,BHAVNAGAR,GUJARAT,481,2880365,1490201,1390164,1887255,1087371,799884,744077,387251,356826,500757,171327,7297,28925,293361,400446,17517,2632574,212863,3457,1410,445,26974,127,52.0,48.0,93.0,58.0,42.0
77.8737181730798,21.88360143618156,BETUL,MADHYA PRADESH,447,1575362,799236,776126,939769,529783,409986,406649,318945,87704,230974,45270,2109,13755,94586,121106,5740,1505745,37590,3271,1078,9651,3759,13048,51.0,49.0,97.0,56.0,44.0
70.40821407373616,21.377080938324855,JUNAGADH,GUJARAT,479,2743082,1404356,1338726,1842818,1046981,795837,776743,489237,287506,498326,144561,6628,26991,318954,406578,17447,2397056,334858,2586,1110,1291,3841,77,51.0,49.0,95.0,57.0,43.0
84.78171240784698,21.470847978741016,DEOGARH,ORISSA,373,312520,158230,154290,197819,112649,85170,98758,91408,7350,22453,2236,825,3247,10554,19048,1033,296001,704,14518,53,102,7,409,51.0,49.0,98.0,57.0,43.0
70.20898902136139,22.33229454647109,JAMNAGAR,GUJARAT,477,2160119,1114192,1045927,1396534,795140,601394,646325,347158,299167,386538,142974,11573,30384,270555,331968,20471,1810443,320805,4392,1873,1086,18856,136,52.0,48.0,94.0,57.0,43.0
75.27436031112397,20.024210624274193,AURANGABAD,BIHAR,235,2540073,1318684,1221389,1466002,868733,597269,477297,428291,49006,44456,24106,2362,31168,45871,235248,7145,2291133,237353,2218,295,334,775,19,52.0,48.0,93.0,59.0,41.0
80.78125229903374,18.84151819561024,BIJAPUR,CHHATTISGARH,417,255230,128663,126567,86919,54076,32843,58391,50449,7942,12516,1022,117,1462,4215,5033,305,245151,1617,2709,68,1649,15,3793,50.0,50.0,98.0,62.0,38.0
83.30257102779426,22.076256657451566,RAIGARH,CHHATTISGARH,403,1493984,750278,743706,951639,542756,408883,420916,354278,66638,297308,27771,3342,13857,98784,96724,5979,1422986,17332,47653,2117,781,409,1782,50.0,50.0,99.0,57.0,43.0
82.07055424151532,22.401566986616775,BILASPUR,HIMACHAL PRADESH,30,381956,192764,189192,287620,155599,132021,164445,152458,11987,79146,17262,1574,6281,61392,66935,6573,371973,6984,236,2387,113,10,7,50.0,50.0,98.0,54.0,46.0
79.79939257978253,10.936171144192548,KARAIKAL,PUDUCHERRY,637,200222,97809,102413,154916,79903,75013,69333,35618,33715,47880,28366,1868,4870,38869,38555,2550,152638,28835,18391,46,63,54,14,49.0,51.0,105.0,52.0,48.0
75.54463843901235,11.726945252825624,MAHE,PUDUCHERRY,636,41816,19143,22673,36470,16610,19860,12110,0,12110,7150,3632,574,1484,6488,6913,858,27940,12856,958,3,21,14,3,46.0,54.0,118.0,46.0,54.0
82.23527494111067,16.720449920237332,YANAM,PUDUCHERRY,634,55626,27301,28325,39274,19919,19355,15519,0,15519,12859,10399,207,597,7393,7831,226,53537,1191,873,3,1,4,4,49.0,51.0,104.0,51.0,49.0
84.27740232997301,21.452510152218174,SAMBALPUR,ORISSA,372,1041099,526877,514222,703691,393192,310499,315495,220697,94798,126498,33612,5231,14521,91058,104722,5946,964188,20120,50637,2506,310,86,1117,51.0,49.0,98.0,56.0,44.0
